nama,masuk,keluar,duration,coba
updateByIdJsons,22:46:49,22:46:49,20.195,26
updateByIdJsons,22:46:34,22:46:34,21.921,24
updateByIdJsons,22:46:44,22:46:44,23.116,25
updateByIdJsons,22:46:59,22:46:59,23.235,28
updateByIdJsons,22:47:9,22:47:9,22.048,29
updateByIdJsons,22:47:18,22:47:18,23.027,30
updateByIdPostgresqls,22:55:25,22:55:25,1.789,2
updateByIdPostgresqls,22:52:30,22:52:30,9.103,1
updateByIdPostgresqls,22:55:28,22:55:28,0.92,3
updateByIdPostgresqls,22:55:31,22:55:31,0.863,4
updateByIdPostgresqls,22:55:35,22:55:35,0.756,5
updateByIdPostgresqls,22:55:39,22:55:39,0.725,6
updateByIdPostgresqls,22:55:45,22:55:45,0.722,7
updateByIdJsons,22:46:53,22:46:53,19.844,27
updateByIdPostgresqls,22:55:53,22:55:53,0.867,8
updateByIdPostgresqls,22:55:58,22:55:58,0.643,9
updateByIdPostgresqls,22:56:12,22:56:12,0.867,12
updateByIdPostgresqls,22:56:4,22:56:4,0.644,10
updateByIdPostgresqls,22:56:19,22:56:19,0.634,13
updateByIdPostgresqls,22:56:24,22:56:24,0.942,14
updateByIdPostgresqls,22:56:32,22:56:32,0.728,16
updateByIdPostgresqls,22:56:8,22:56:8,0.766,11
updateByIdPostgresqls,22:56:37,22:56:37,0.641,17
updateByIdPostgresqls,22:56:49,22:56:49,0.753,19
updateByIdPostgresqls,22:56:29,22:56:29,0.678,15
updateByIdPostgresqls,22:56:59,22:56:59,0.796,21
updateByIdPostgresqls,22:56:44,22:56:44,0.876,18
updateByIdPostgresqls,22:57:3,22:57:3,0.697,22
updateByIdPostgresqls,22:56:54,22:56:54,0.62,20
updateByIdPostgresqls,22:57:9,22:57:9,0.96,23
updateByIdPostgresqls,22:57:20,22:57:20,0.705,25
updateByIdPostgresqls,22:57:13,22:57:13,0.73,24
updateByIdPostgresqls,22:57:24,22:57:24,0.663,26
updateByIdPostgresqls,22:57:33,22:57:33,0.672,28
updateByIdPostgresqls,22:57:28,22:57:28,0.932,27
updateByIdPostgresqls,22:57:40,22:57:40,1.075,29
updateByIdPostgresqls,22:57:44,22:57:44,0.722,30
